u,v,w
6.145661569212341e-06,-1.5035489118201732e-05,-1.4282608824533334e-05
4.498517794278809e-06,-9.872173535018979e-06,-1.811428075585321e-05
4.74042467033459e-06,-9.812141925578939e-06,-1.8425528621458148e-05
2.71456602843338e-06,-3.7428230153663677e-06,-2.0239675283263847e-05
5.296062583765214e-07,2.438037545865558e-06,-1.989265422895749e-05
-1.572593544665692e-06,8.089551377633692e-06,-1.7501136041094995e-05
-3.3717541810423057e-06,1.2664205501414252e-05,-1.3367763181075186e-05
-4.688005719002855e-06,1.5738216351750775e-05,-7.938664549729886e-06
-5.394966875278668e-06,1.7032732031823764e-05,-1.7618843304846821e-06
-5.428035468118178e-06,1.6428637720137527e-05,4.555628460717032e-06
-4.788019215489267e-06,1.3974277866125742e-05,1.0393439965883296e-05
-3.539948386186553e-06,9.885030024647576e-06,1.5164504306411253e-05
-1.8071705078081428e-06,4.5345047588033956e-06,1.8362117479301435e-05
2.386989909299509e-07,-1.5629119279779544e-06,1.9606661688215042e-05
2.391102251553531e-06,-7.780781454453012e-06,1.869277210609042e-05
4.424562736741114e-06,-1.3427277713085478e-05,1.5635468497873666e-05
6.113899462312517e-06,-1.781844320417464e-05,1.07062489735526e-05
7.258181611669124e-06,-2.037975996951337e-05,4.4390010422494024e-06
7.709652581802124e-06,-2.075814262225979e-05,-2.418970753926976e-06
7.40241603497802e-06,-1.890419086064522e-05,-9.019412622223566e-06
6.369754728300847e-06,-1.5083879351484465e-05,-1.4561966211027103e-05
4.740424670334598e-06,-9.81214192557896e-06,-1.842552862145815e-05
4.954074153896397e-06,-9.707127765864525e-06,-1.8718074382356404e-05
2.9183999785553178e-06,-3.546435665002689e-06,-2.050402695767919e-05
7.055463985205364e-07,2.6895613041671847e-06,-2.0104103201962715e-05
-1.437040714269857e-06,8.35998222310549e-06,-1.7654174160496955e-05
-3.285810774289694e-06,1.2926099685395997e-05,-1.3469865929323988e-05
-4.65898654163452e-06,1.597571862490231e-05,-8.002474348956104e-06
-5.428385788740538e-06,1.7240169685013003e-05,-1.798784130552704e-06
-5.526707480484533e-06,1.6606855583720706e-05,4.539488172023531e-06
-4.950518908584228e-06,1.4126081521185556e-05,1.0398522768409058e-05
-3.7587550605828497e-06,1.001066064291269e-05,1.519670320923284e-05
-2.0669016528018947e-06,4.628090697522058e-06,1.842893592234838e-05
-3.773180291400977e-08,-1.514506242718398e-06,1.97108969547337e-05
2.1300832142259554e-06,-7.794792524680214e-06,1.8824943539278953e-05
4.214741043853834e-06,-1.3516279727566347e-05,1.5768451247729435e-05
5.986874504520643e-06,-1.7977904979058625e-05,1.0797536364862406e-05
7.231940234302219e-06,-2.057905800783452e-05,4.4442105335928245e-06
7.782286700291055e-06,-2.0944260119024086e-05,-2.5256027513333286e-06
7.5532901385686655e-06,-1.9020291651326378e-05,-9.230417314805414e-06
6.567765820839884e-06,-1.509235111392249e-05,-1.4839207867666122e-05
4.9540741538964085e-06,-9.707127765864551e-06,-1.8718074382356414e-05
5.1305705934672894e-06,-9.533903415387177e-06,-1.8931955933999227e-05
3.0930865500444144e-06,-3.3063119709121846e-06,-2.0659432251975796e-05
8.660756817753651e-07,2.9472027768722727e-06,-2.018912353959451e-05
-1.298992962420788e-06,8.593243807903635e-06,-1.7682691895829666e-05
-3.178250753545494e-06,1.3111077032064291e-05,-1.3470099319842654e-05
-4.591377799478843e-06,1.6108246698263287e-05,-8.004372563762101e-06
-5.411368419512087e-06,1.7331724665973083e-05,-1.8242126969841402e-06
-5.570287335057911e-06,1.667744955174305e-05,4.482515759707644e-06
-5.061308736907873e-06,1.4196078135072064e-05,1.0317466866196145e-05
-3.936761524094339e-06,1.0092859031390859e-05,1.5112028489219524e-05
-2.3024080063184312e-06,4.721512191708593e-06,1.8367486554608624e-05
-3.0917102335465276e-07,-1.4269991003456555e-06,1.9695383172252872e-05
1.8557930434298903e-06,-7.742207964090643e-06,1.8861393053872972e-05
3.9776269263286355e-06,-1.3526588623730935e-05,1.58366573135808e-05
5.824400399924672e-06,-1.8059190058698537e-05,1.085245485966284e-05
7.167095496082656e-06,-2.0705141734487478e-05,4.4338041788783515e-06
7.815532107463222e-06,-2.105853894546212e-05,-2.6321038625088982e-06
7.664225227009067e-06,-1.906100704585081e-05,-9.422717534255596e-06
6.725801730150373e-06,-1.5023619053583208e-05,-1.5070816025226173e-05
5.130570593467301e-06,-9.533903415387206e-06,-1.893195593399923e-05
5.439592833858823e-06,-1.1024571610570817e-05,-1.8138745092340987e-05
3.548724572085496e-06,-4.874307786818828e-06,-2.042600202509788e-05
1.4336220588668655e-06,1.4849802053856035e-06,-2.0505407058467114e-05
-6.91349037509444e-07,7.3792419232244774e-06,-1.848444580611017e-05
-2.6220446499473116e-06,1.2242033452876756e-05,-1.4656402780200841e-05
-4.175751124028956e-06,1.5639991893180405e-05,-9.45152599624053e-06
-5.203122318515845e-06,1.728706649422867e-05,-3.395281181609421e-06
-5.599947866748045e-06,1.70527559513628e-05,2.9310441294100443e-06
-5.3169671901871586e-06,1.4964481502988286e-05,8.929967480478783e-06
-4.366448449545249e-06,1.120340747195766e-05,1.4027181110028656e-05
-2.8251502514236915e-06,6.0946721635259755e-06,1.7709122812107715e-05
-8.337916045534047e-07,9.463380099424303e-08,1.955914764832163e-05
1.4074885939231542e-06,-6.223605535389699e-06,1.92969189924076e-05
3.6504728781901544e-06,-1.2192287586542675e-05,1.6828313273251967e-05
5.622528863433698e-06,-1.7096307511385432e-05,1.2306253538706394e-05
7.066932473306822e-06,-2.0267578344964138e-05,6.18011932624241e-06
7.794142905209967e-06,-2.1225016209891547e-05,-8.147293032118804e-07
7.723693129799435e-06,-1.980926540029041e-05,-7.767238313232089e-06
6.894317184924853e-06,-1.6234649338788143e-05,-1.3778110960540644e-05
5.439592833858828e-06,-1.1024571610570832e-05,-1.813874509234099e-05
5.618449944167918e-06,-1.0982417698561345e-05,-1.8050263307412344e-05
3.7840625381011994e-06,-4.877561019643297e-06,-2.03786001768556e-05
1.6877799510408956e-06,1.4669298980233111e-06,-2.051312826276748e-05
-4.525840019903413e-07,7.371232410975343e-06,-1.8536729958236367e-05
-2.4240763830480613e-06,1.2253738722378313e-05,-1.4729414294177758e-05
-4.033655408954715e-06,1.566479239572483e-05,-9.520486414056701e-06
-5.122646861291884e-06,1.7306466739384914e-05,-3.4438625526476967e-06
-5.579811189734316e-06,1.704362982789248e-05,2.90543583953354e-06
-5.351641918058209e-06,1.4907300208137309e-05,8.91506967847041e-06
-4.448858879769395e-06,1.1090146427758918e-05,1.3998860855814818e-05
-2.948699029582116e-06,5.934964022970502e-06,1.7638526981906832e-05
-9.92956019207119e-07,-8.198475710834459e-08,1.9423663837430135e-05
1.2187903156709748e-06,-6.372259075323386e-06,1.9092943506467453e-05
3.4429011562669395e-06,-1.2266343257326198e-05,1.658067800769737e-05
5.416051576542836e-06,-1.7067866882295335e-05,1.2066340177087585e-05
6.892242697774404e-06,-2.014501254353213e-05,6.007175597577411e-06
7.686719716417459e-06,-2.1053354855833486e-05,-8.830070570698484e-07
7.71127197207341e-06,-1.9648236582781007e-05,-7.735713359796121e-06
6.985003004537035e-06,-1.612799551005699e-05,-1.3690078032424624e-05
5.618449944167927e-06,-1.0982417698561363e-05,-1.805026330741234e-05
5.762504295991427e-06,-1.0877575518496657e-05,-1.789024435624859e-05
3.996707614270577e-06,-4.838062963855005e-06,-2.0228272169898713e-05
1.9370304214122285e-06,1.4576169357244903e-06,-2.03966219334739e-05
-1.9820194049417997e-07,7.3295319922006815e-06,-1.846127823465008e-05
-2.190846901837555e-06,1.2189477439946627e-05,-1.4691873393207172e-05
-3.840891248838571e-06,1.5580104419560543e-05,-9.514725507887734e-06
-4.982824590970252e-06,1.7198251490101436e-05,-3.4663112837780016e-06
-5.499670378064472e-06,1.6907724965247172e-05,2.8528541196836847e-06
-5.333614247690092e-06,1.4743153804494461e-05,8.824617782330523e-06
-4.492407806007372e-06,1.090513491607456e-05,1.38592307768795e-05
-3.051166921686083e-06,5.747368602709959e-06,1.7439660954237526e-05
-1.1494268608320328e-06,-2.428534688540091e-07,1.9163800918221426e-05
1.0170504783868667e-06,-6.4707217455178795e-06,1.878626439232804e-05
3.211278802937398e-06,-1.2270953139007517e-05,1.6261749155590406e-05
5.1791991038809805e-06,-1.6965822097015016e-05,1.1786019206403082e-05
6.683548017622995e-06,-1.995309088109558e-05,5.817091255416986e-06
7.542173922318626e-06,-2.081601898182569e-05,-9.520919116716622e-07
7.658937043867064e-06,-1.942045086625531e-05,-7.688235072478601e-06
7.035579956903297e-06,-1.5952738796654122e-05,-1.356196001962176e-05
5.762504295991435e-06,-1.0877575518496674e-05,-1.7890244356248584e-05
5.892493960531871e-06,-1.0741897171011944e-05,-1.771413863550431e-05
4.201096077589926e-06,-4.7683208825337585e-06,-2.0043144649534766e-05
2.1869917070995917e-06,1.4675235678643588e-06,-2.0228876808270995e-05
6.746595361250377e-08,7.288040062576792e-06,-1.8326751964653628e-05
-1.936292065424193e-06,1.2103640915305065e-05,-1.4599264191321398e-05
-3.619373825390566e-06,1.5455084367646543e-05,-9.469412093569077e-06
-4.810974138125776e-06,1.7038697484726925e-05,-3.4729654392727397e-06
-5.389107182730805e-06,1.67198919494616e-05,2.789183095779475e-06
-5.291435795550072e-06,1.4537079172343501e-05,8.698841122667006e-06
-4.5215893001683425e-06,1.0696423558457233e-05,1.3667922032995938e-05
-3.1506261916451314e-06,5.557987027422715e-06,1.718412671591082e-05
-1.313471884392788e-06,-3.857553468254539e-07,1.885422596197789e-05
8.000684590037402e-07,-6.539158963728295e-06,1.844569696605349e-05
2.9607781316827683e-06,-1.2244099109075147e-05,1.5927261563697295e-05
4.9233491868698675e-06,-1.6839731834243917e-05,1.1503665719431365e-05
6.457321859347516e-06,-1.9746966405528282e-05,5.629459534064151e-06
7.381100384367086e-06,-2.056914116708187e-05,-1.0212840099660474e-06
7.59001897168598e-06,-1.9179090364013673e-05,-7.64328797655912e-06
7.069725278660937e-06,-1.5754356948051824e-05,-1.3431592457475432e-05
5.89249396053188e-06,-1.0741897171011977e-05,-1.771413863550431e-05
6.031229112796953e-06,-1.061315741487787e-05,-1.759074946060178e-05
4.411864892979278e-06,-4.682102376382804e-06,-1.990553369442471e-05
2.4417235705971836e-06,1.5101697519185338e-06,-2.009639441759217e-05
3.369926682513592e-07,7.28739247146994e-06,-1.821347463537877e-05
-1.6786649693088703e-06,1.2060314376502386e-05,-1.451594875796189e-05
-3.3961534358663618e-06,1.537065838554758e-05,-9.425094063241515e-06
-4.6398981424065475e-06,1.6916914948011332e-05,-3.4755906479199954e-06
-5.283040986522344e-06,1.65677891352447e-05,2.7329688247410466e-06
-5.2583741360200456e-06,1.4365813358117793e-05,8.584524213373974e-06
-4.564576737398774e-06,1.052166681331579e-05,1.349451278407314e-05
-3.26745982181472e-06,5.399584184912092e-06,1.6956122241843097e-05
-1.496053472664582e-06,-5.054490138460239e-07,1.8583919378735494e-05
5.667321400541497e-07,-6.598927660442111e-06,1.815494226889842e-05
2.6994964437875247e-06,-1.2229554321787259e-05,1.5646928386084852e-05
4.664472507465546e-06,-1.6749441336718973e-05,1.1268839294303364e-05
6.235775176127908e-06,-1.9595536778463002e-05,5.470263278275568e-06
7.230105339598354e-06,-2.0383945709425055e-05,-1.089639471454197e-06
7.533164016155597e-06,-1.8991164818527853e-05,-7.625232900661876e-06
7.1149943355165825e-06,-1.5588750724839878e-05,-1.334742770687418e-05
6.031229112796961e-06,-1.0613157414877892e-05,-1.7590749460601773e-05
6.195048787348267e-06,-1.0519702227198156e-05,-1.7574380477641158e-05
4.638399350485202e-06,-4.5886462087849475e-06,-1.9879990131988874e-05
2.701943482388111e-06,1.5977354272205693e-06,-2.0066528736671657e-05
6.019558095970761e-07,7.360848860810118e-06,-1.8183552237770048e-05
-1.4347433306948932e-06,1.2110894645645526e-05,-1.449129864903667e-05
-3.1945274514409842e-06,1.5391244178862723e-05,-9.412452706940712e-06
-4.496842290680104e-06,1.6903707457442547e-05,-3.482441730784242e-06
-5.209718671669196e-06,1.65212376400521e-05,2.6994929348810394e-06
-5.260725101346397e-06,1.4290945980579733e-05,8.518850199851653e-06
-4.6431130371273466e-06,1.0427950018694536e-05,1.3393891209057939e-05
-3.4169130921137077e-06,5.300227426578813e-06,1.6821981662024435e-05
-1.704841515179511e-06,-5.950389002763933e-07,1.842315065374672e-05
3.1710379187604366e-07,-6.663827490796844e-06,1.798050499554101e-05
2.434605783580397e-06,-1.225892286474427e-05,1.547671956254767e-05
4.41574184206511e-06,-1.6739780833244305e-05,1.1121953790310996e-05
6.03674836384879e-06,-1.9551531543316625e-05,5.361261775590684e-06
7.110153917310507e-06,-2.031559034507943e-05,-1.155614439869783e-06
7.510478604587949e-06,-1.890866301509401e-05,-7.653071305746861e-06
7.192061638641042e-06,-1.549890809343314e-05,-1.3347805068517833e-05
6.195048787348272e-06,-1.051970222719818e-05,-1.7574380477641145e-05
6.387869116834233e-06,-1.0470079156771662e-05,-1.7685124429461795e-05
4.881046429586319e-06,-4.48916236873066e-06,-1.999066003851327e-05
2.963824126887915e-06,1.7372632505784216e-06,-2.0164351601659333e-05
8.544907597636624e-07,7.523518470954402e-06,-1.825973821849321e-05
-1.2156331179269586e-06,1.2277400869159095e-05,-1.4542866662220558e-05
-3.0276006316717173e-06,1.5543856062238184e-05,-9.44164335550979e-06
-4.3954626528065136e-06,1.7028647767801882e-05,-3.4949720836438823e-06
-5.181918796573842e-06,1.6609670383899258e-05,2.696296724990535e-06
-5.309170447269898e-06,1.4339101734625415e-05,8.517607275860566e-06
-4.76492428779672e-06,1.043676226833499e-05,1.3388385226149389e-05
-3.6033550004587775e-06,5.274581935088398e-06,1.6808116875508883e-05
-1.940922698191541e-06,-6.475039780968645e-07,1.8399556248523203e-05
5.291503619436472e-08,-6.7343511264177145e-06,1.7948424706898778e-05
2.1699987449792612e-06,-1.2339260818082326e-05,1.5438717128009594e-05
4.182597667864164e-06,-1.6822916920549964e-05,1.1079452921036805e-05
5.866787373848751e-06,-1.9630581613915476e-05,5.312158804127282e-06
7.028504105338929e-06,-2.0381384982650492e-05,-1.2170243077719407e-06
7.529285432352767e-06,-1.8948464975849462e-05,-7.732615354658957e-06
7.30722608203883e-06,-1.54987931302558e-05,-1.3446331218034116e-05
6.387869116834239e-06,-1.0470079156771681e-05,-1.768512442946178e-05
6.599614792786033e-06,-1.0450566554434216e-05,-1.7902424388685204e-05
5.130275667462263e-06,-4.376754401283605e-06,-2.0213831038686862e-05
3.219018511162819e-06,1.928182110986652e-06,-2.0365014194720593e-05
1.0882506036350887e-06,7.767425576428624e-06,-1.8418478153480984e-05
-1.024892363965544e-06,1.2545446466193284e-05,-1.4650929826757374e-05
-2.89561225222902e-06,1.580958506335319e-05,-9.498999298821066e-06
-4.332568899053527e-06,1.7270836675648938e-05,-3.507126945770186e-06
-5.193393372417741e-06,1.6813019920137158e-05,2.721154159539347e-06
-5.39523797651735e-06,1.4493790596490298e-05,8.570581517949746e-06
-4.920520224365403e-06,1.0537534304181696e-05,1.3461005606297726e-05
-3.81771025844687e-06,5.3196782673858075e-06,1.6892767142460725e-05
-2.197095968969539e-06,-6.573927912045448e-07,1.8489206555234477e-05
-2.217402525761819e-07,-6.796793206808952e-06,1.8035548211598163e-05
1.9059302107694834e-06,-1.244981729354199e-05,1.5513482608193075e-05
3.961432938824419e-06,-1.697321087811796e-05,1.1128080182924977e-05
5.719108171483366e-06,-1.980492580507318e-05,5.3173890699601e-06
6.976294041205118e-06,-2.0554239954483333e-05,-1.2714426950727665e-06
7.5797015844225715e-06,-1.9086437729135724e-05,-7.854147171527704e-06
7.450295585625598e-06,-1.5568865860646332e-05,-1.3627190860004752e-05
6.599614792786044e-06,-1.0450566554434248e-05,-1.7902424388685207e-05
6.809650139100298e-06,-1.0430900807904928e-05,-1.8172937188758702e-05
5.369406807590258e-06,-4.239614477739784e-06,-2.0486848922061225e-05
3.4564621163673443e-06,2.161747378492223e-06,-2.060280152267115e-05
1.2991879214799745e-06,8.063407528678745e-06,-1.8598207320399157e-05
-8.587467920741549e-07,1.2868174474097882e-05,-1.4765233344395828e-05
-2.7870231616401077e-06,1.6128947710135028e-05,-9.551590830322101e-06
-4.289870051023334e-06,1.7564893009086427e-05,-3.507314187344182e-06
-5.2209941086619316e-06,1.706750482346503e-05,2.7628180719479858e-06
-5.493493086716802e-06,1.4700163273515904e-05,8.644854925893571e-06
-5.08513339029644e-06,1.0690645484535692e-05,1.3560851000983178e-05
-4.0388626355493065e-06,5.415645376577069e-06,1.7012834693859812e-05
-2.4585239939010727e-06,-6.226371372568221e-07,1.8624042654169124e-05
-5.001783256932922e-07,-6.82760301051235e-06,1.8176685216151933e-05
1.640160128528235e-06,-1.2548650951999095e-05,1.5646100399806184e-05
3.7416123952908343e-06,-1.7135604602039794e-05,1.1229110476444994e-05
5.576396447965558e-06,-2.001290768654297e-05,5.3580112035012126e-06
6.931961091560242e-06,-2.0772486321596397e-05,-1.3169748328713147e-06
7.63842289320976e-06,-1.9266701404168248e-05,-7.995928641770944e-06
7.598387602636171e-06,-1.5663928127120632e-05,-1.3851131164414758e-05
6.809650139100305e-06,-1.0430900807904964e-05,-1.81729371887587e-05
6.994806714551769e-06,-1.0376669544967898e-05,-1.8431156643355832e-05
5.580742705911185e-06,-4.066335105480846e-06,-2.0731674622966335e-05
3.666018332346021e-06,2.423132729744782e-06,-2.079511796572375e-05
1.4864134433010387e-06,8.370163002445444e-06,-1.8721266948744094e-05
-7.080152304550377e-07,1.318110719625971e-05,-1.4822571918883857e-05
-2.6829306244493975e-06,1.6420775956596983e-05,-9.558657407452463e-06
-4.240322699967794e-06,1.7821684091917158e-05,-3.4825210909672216e-06
-5.232192710031453e-06,1.728579169506801e-05,2.8045993920140617e-06
-5.5693451968068025e-06,1.488225011079647e-05,8.695624818361759e-06
-5.225898395628598e-06,1.0839701939010829e-05,1.3619921407983916e-05
-4.239368853198437e-06,5.531534975117243e-06,1.708479521455794e-05
-2.7063123347338358e-06,-5.459672523716672e-07,1.8714552247388536e-05
-7.74139403427177e-07,-6.802043227012053e-06,1.8286548593766196e-05
1.36966368192546e-06,-1.258777709431458e-05,1.5764982835542393e-05
3.5097983467939553e-06,-1.724584129676453e-05,1.1331953232041719e-05
5.417397025511509e-06,-2.018232744603884e-05,5.408549055057134e-06
6.86951379472702e-06,-2.0964029043301443e-05,-1.353077715324858e-06
7.677879318378583e-06,-1.9424068625879538e-05,-8.13275655341001e-06
7.725010351905232e-06,-1.573147401789139e-05,-1.4070896974797503e-05
6.994806714551775e-06,-1.0376669544967912e-05,-1.8431156643355835e-05
7.139823164237667e-06,-1.0264430997799082e-05,-1.8627232731851595e-05
5.753446662561809e-06,-3.85117988678624e-06,-2.088676854980275e-05
3.842960520537775e-06,2.696447709225493e-06,-2.087498519463588e-05
1.6528354158789175e-06,8.64895023395789e-06,-1.872356062841277e-05
-5.613539079416091e-07,1.3424932971531126e-05,-1.4770446995444462e-05
-2.563830770436127e-06,1.6610641896741854e-05,-9.486719962384076e-06
-4.1576716472604145e-06,1.795931189800211e-05,-3.4232363999472942e-06
-5.19635850003975e-06,1.738716754317459e-05,2.8301793263764737e-06
-5.59083096282223e-06,1.4969021959414822e-05,8.68211922253207e-06
-5.312855650130833e-06,1.0930638262761257e-05,1.357739690310632e-05
-4.394489211742121e-06,5.635386955848201e-06,1.7034689368311658e-05
-2.923599500161931e-06,-4.349631250499033e-07,1.868221895595031e-05
-1.0362996906337611e-06,-6.704342796329207e-06,1.8291174368416354e-05
1.0919498713802393e-06,-1.2532349760919218e-05,1.5808919202290603e-05
3.2549664721010338e-06,-1.725669236115907e-05,1.1393952219961903e-05
5.225138794469034e-06,-2.0260998683342308e-05,5.4473660382385655e-06
6.769150292362937e-06,-2.1077976121569623e-05,-1.380866939519969e-06
7.678129588744381e-06,-1.9513229351909254e-05,-8.247041502262492e-06
7.811905108327702e-06,-1.5735126913351252e-05,-1.4251865058129094e-05
7.139823164237677e-06,-1.026443099779911e-05,-1.8627232731851602e-05
7.486177773507625e-06,-1.3267406053823207e-05,-1.6628281437286532e-05
6.3925283136386305e-06,-7.223867507087197e-06,-2.0008385314613267e-05
4.742895247463524e-06,-6.177335336658613e-07,-2.1150937160921866e-05
2.7385575865718057e-06,5.7650839125397685e-06,-2.004947129630094e-05
5.942235909947199e-07,1.1249230189334059e-05,-1.6947944772355312e-05
-1.4783953561502789e-06,1.531828198344219e-05,-1.2262247649706139e-05
-3.282149729416004e-06,1.7629680885964676e-05,-6.515513814683449e-06
-4.645904067857662e-06,1.8015714858491622e-05,-2.884120419664466e-07
-5.4366059474039655e-06,1.6478859799825928e-05,5.822547144873582e-06
-5.570491944852471e-06,1.318231524487183e-05,1.1243699904170738e-05
-5.021739659050417e-06,8.434669810947297e-06,1.546085197304863e-05
-3.827637590230284e-06,2.6689706161769425e-06,1.805262664604976e-05
-2.0901777539279813e-06,-3.5817487437383805e-06,1.8720153005393193e-05
2.5879213413831054e-08,-9.710802161060729e-06,1.7315841333115114e-05
2.299691735157344e-06,-1.5069124018797301e-05,1.387667894419622e-05
4.469752202564601e-06,-1.901338747494712e-05,8.663881784995575e-06
6.263893423902594e-06,-2.0988047402791568e-05,2.1946155467011205e-06
7.445439690703167e-06,-2.0643906255965154e-05,-4.771957792183044e-06
7.863849671704708e-06,-1.795558728926194e-05,-1.1334493031001813e-05
7.486177773507635e-06,-1.3267406053823227e-05,-1.662828143728654e-05
7.514334114659916e-06,-1.3158490110664332e-05,-1.651764366549747e-05
6.52052049373735e-06,-7.185913486632627e-06,-1.988990500047634e-05
4.9480871046569206e-06,-6.277842568660069e-07,-2.1072517960246448e-05
2.9856126928502014e-06,5.742989486380032e-06,-2.0030138805277523e-05
8.459134178724961e-07,1.1244156743807818e-05,-1.6979357129120494e-05
-1.2532373090288932e-06,1.5341647760920323e-05,-1.2320965053344663e-05
-3.104895686480249e-06,1.7674529301273096e-05,-6.5767542158332635e-06
-4.527765905580057e-06,1.8062400033644096e-05,-3.361012892538828e-07
-5.3802660047828735e-06,1.6503402654401782e-05,5.7907612591611335e-06
-5.5726693301016934e-06,1.3165009523012473e-05,1.1216070159281045e-05
-5.0760035862024556e-06,8.367518845988378e-06,1.541513457243258e-05
-3.9269204709793e-06,2.5607774660061544e-06,1.796318242154432e-05
-2.2283425051531235e-06,-3.704170402990561e-06,1.8567908609340646e-05
-1.4576627967356099e-07,-9.807293893080573e-06,1.7099400809372437e-05
2.101852965794191e-06,-1.5098243946315261e-05,1.362061416573589e-05
4.259529937589133e-06,-1.8950341060300952e-05,8.417794691790378e-06
6.06562573894236e-06,-2.0840881026182812e-05,2.017501713723976e-06
7.292858570145809e-06,-2.045558185916739e-05,-4.839053449306696e-06
7.791071858486523e-06,-1.778490076227249e-05,-1.1291719469822892e-05
7.514334114659925e-06,-1.3158490110664347e-05,-1.6517643665497483e-05
7.502021363748444e-06,-1.2996204745191127e-05,-1.635858068261784e-05
6.609703771567019e-06,-7.105250321184194e-06,-1.9697677963009488e-05
5.122417739165696e-06,-6.177213548333721e-07,-2.0894446175612732e-05
3.2163947792440374e-06,5.70622732587037e-06,-1.9894607560053126e-05
1.1005994233017648e-06,1.118336629516591e-05,-1.6895318496698894e-05
-1.0044694038817513e-06,1.5270891322385227e-05,-1.2285042386593218e-05
-2.8856833373175448e-06,1.7598039145211324e-05,-6.5816508002855385e-06
-4.354659132818958e-06,1.7977705494811328e-05,-3.767284522444703e-07
-5.263336349114014e-06,1.6406133580622073e-05,5.714348587168819e-06
-5.516797563308021e-06,1.3053764709025244e-05,1.1098635270939063e-05
-5.0823190402403906e-06,8.247884011900024e-06,1.5248661695494552e-05
-3.994000636183979e-06,2.4477131657573763e-06,1.7741389596691864e-05
-2.3527374038439203e-06,-3.7866255586447437e-06,1.8292381212910784e-05
-3.213404124860224e-07,-9.830328782624589e-06,1.678601299186784e-05
1.8860557550237406e-06,-1.5037378937974581e-05,1.3303304481987398e-05
4.022306736297767e-06,-1.8797751177513458e-05,8.145335084483436e-06
5.835388060273451e-06,-2.061521992502557e-05,1.8401587064879624e-06
7.105067350155814e-06,-2.0201019267827024e-05,-4.889808920615218e-06
7.679962408095153e-06,-1.7555613293782824e-05,-1.121904002624287e-05
7.502021363748452e-06,-1.2996204745191144e-05,-1.635858068261785e-05
7.473051639053664e-06,-1.281750756249627e-05,-1.619464706683785e-05
6.683023432959375e-06,-7.0023921932289446e-06,-1.9489014661482758e-05
5.284531000222963e-06,-5.871254722403181e-07,-2.0682769556897772e-05
3.4421199689508166e-06,5.678500989410181e-06,-1.9709989736296192e-05
1.3600585262662297e-06,1.1112845777787888e-05,-1.675515293345977e-05
-7.402986686523676e-07,1.5169898249136723e-05,-1.219782137803201e-05
-2.6418245944328736e-06,1.7475012963675836e-05,-6.551451867995468e-06
-4.150959888651773e-06,1.78388887628526e-05,-4.0624661690879434e-07
-5.114412845937278e-06,1.6257985770551223e-05,5.6226218133165095e-06
-5.432442239625792e-06,1.2905191319926042e-05,1.0942780843814178e-05
-5.067982558789339e-06,8.111822859721163e-06,1.5028933652548961e-05
-4.05109294875483e-06,2.3416498129753513e-06,1.7462855406855548e-05
-2.4784846764111845e-06,-3.8418733258024664e-06,1.796827411866367e-05
-5.079259785259914e-07,-9.81437093481912e-06,1.6440832760616143e-05
1.6531059897555256e-06,-1.4936875308715833e-05,1.2973616647436404e-05
3.765827684756843e-06,-1.8614461698243447e-05,7.87546372984844e-06
5.58667046131038e-06,-2.0371361155889888e-05,1.6712519740677457e-06
6.900273669462476e-06,-1.9936640589556135e-05,-4.934383201855127e-06
7.5523986684067915e-06,-1.731638356359409e-05,-1.1143913310739257e-05
7.4730516390536766e-06,-1.2817507562496298e-05,-1.6194647066837867e-05
7.456058433513763e-06,-1.266804508223506e-05,-1.6081601000030498e-05
6.766620485434656e-06,-6.901355340322406e-06,-1.9335591460133475e-05
5.454406284469762e-06,-5.340324355728615e-07,-2.0517926519090305e-05
3.6734966719509448e-06,5.689348513421089e-06,-1.9556224690661758e-05
1.623876042806095e-06,1.1087741029792447e-05,-1.6628368510942106e-05
-4.725485226168548e-07,1.5114019479719386e-05,-1.2109446415399232e-05
-2.395320954397785e-06,1.7392965022825554e-05,-6.510346020566229e-06
-3.946374224555236e-06,1.7736063707612195e-05,-4.1947312415996036e-07
-4.967576999989123e-06,1.6141794340058103e-05,5.550012388510321e-06
-5.35431738756174e-06,1.2785830820564282e-05,1.0808580687744097e-05
-5.064646158241071e-06,8.002501799174218e-06,1.4835007691707464e-05
-4.12359084146891e-06,2.2581133321673382e-06,1.7216696584389416e-05
-2.622410088498653e-06,-3.882884963949157e-06,1.7684694741366933e-05
-7.126178471643554e-07,-9.798178418865621e-06,1.6143135342196043e-05
1.4056192461348744e-06,-1.4855453748851146e-05,1.2692892342179916e-05
3.5014527082661986e-06,-1.84713661418489e-05,7.646360384115546e-06
5.338088039469691e-06,-2.0184175025689744e-05,1.5237271792910038e-06
6.7026466989477915e-06,-1.973389146805311e-05,-4.984741374247962e-06
7.436106298466491e-06,-1.712878198939624e-05,-1.1101569412971656e-05
7.4560584335137695e-06,-1.2668045082235072e-05,-1.6081601000030508e-05
7.472923317273101e-06,-1.2582980658069458e-05,-1.6063034660068013e-05
6.8798187025626e-06,-6.81988002740269e-06,-1.9293594677653044e-05
5.645935382517377e-06,-4.555018573319548e-07,-2.046267912150812e-05
3.91665824511175e-06,5.763337157660138e-06,-1.9495217571734763e-05
1.889177750306315e-06,1.1152453372850856e-05,-1.6568284839176603e-05
-2.1306794532368347e-07,1.5163160818040497e-05,-1.2057827413117227e-05
-2.165767838126931e-06,1.7421065919995775e-05,-6.475854553032125e-06
