x,y,z
-0.7649639889268232,1.629711789864112,0.1352521990627112
-0.9326049178319811,1.3514387611715144,0.08209058643860861
-0.9991836330337597,1.0350818895717477,0.02003318500719348
-0.9574852976648383,0.714923350885279,-0.04419512286664412
-0.8120285733787774,0.42565729055036217,-0.10363420341989345
-0.5785759532455951,0.19863017462966992,-0.1518429099822481
-0.2824256510473508,0.05844391382186809,-0.18359708116252185
0.0443298527273725,0.020289864699438387,-0.19545565979659985
0.3662815291105484,0.08830261050586641,-0.18613358488467355
0.6485409183710866,0.2551119149065404,-0.1566410478903459
0.860520835976927,0.5026414014566063,-0.11017402282081445
0.9792499686481559,0.8040674094726478,-0.05176793285254508
0.9918621725875367,1.1267257538797133,0.012248015902538732
0.8969907197997298,1.43565139650124,0.07493670208703447
0.7049164042765579,1.6973674504839513,0.12950483383766354
0.4364534584450372,1.8835129204358296,0.17003910736744143
0.12069400811781739,1.973916056343026,0.19214700518535952
-0.208144510749461,1.958780275680812,0.19343279352346712
-0.514427342182184,1.8397457751397732,0.17375713726426864
-0.7649639889268226,1.6297117898641118,0.13525219906271113
-0.7599639889268232,1.5535913223753988,0.517935631427801
-0.9276049178319811,1.2753182936828011,0.4647740188036984
-0.9941836330337596,0.9589614220830345,0.40271661737228326
-0.9524852976648382,0.6388028833965658,0.33848830949844566
-0.8070285733787773,0.349536823061649,0.27904922894519635
-0.5735759532455951,0.12250970714095677,0.23084052238284172
-0.2774256510473508,-0.01767655366684484,0.19908635120256796
0.04932985272737236,-0.05583060278927432,0.18722777256848996
0.3712815291105481,0.012182143017153813,0.19654984748041623
0.6535409183710863,0.1789914474178277,0.22604238447474384
0.8655208359769265,0.42652093396789337,0.27250940954427527
0.9842499686481554,0.7279469419839346,0.3309154995125446
0.9968621725875362,1.0506052863909998,0.3949314482676284
0.9019907197997293,1.3595309290125264,0.45762013445212407
0.7099164042765576,1.6212469829952378,0.5121882662027532
0.441453458445037,1.807392452947116,0.552722539732531
0.1256940081178174,1.897795588854312,0.5748304375504492
-0.20314451074946083,1.882659808192098,0.5761162258885568
-0.5094273421821837,1.7636253076510595,0.5564405696293584
-0.7599639889268222,1.5535913223753979,0.517935631427801
-0.807101910868823,1.403196201430279,0.7154686743149206
-0.9525215169265694,1.156609493933498,0.5529459052681269
-0.9941788091481679,0.8848028839391964,0.3719725553878182
-0.9275595735419208,0.6172308351543565,0.19215989522437704
-0.7598830379897114,0.3828889308729281,0.032993416587406676
-0.5093195568881405,0.2071717526130985,-0.08827872284039678
-0.20302157130755594,0.10912098317226537,-0.15851480502090615
0.12581877931145152,0.0993619448337878,-0.1701036606247595
0.44156654049554545,0.17895218082872155,-0.12178945732765728
0.7100055429891189,0.33926685411726065,-0.018807788728946118
0.9020462556117078,0.5629333823101359,0.12768168345347547
0.9968780873319771,0.8257140265338819,0.3018045518902839
0.9842245377155558,1.099132426525045,0.4846919019916716
0.8654568152034352,1.3535594561209847,0.6565250515845289
0.6534452454008959,1.5614239988228564,0.7986832126444388
0.3711645715944978,1.7002007060782127,0.8957613426094186
0.04920428482710908,1.7548509683134563,0.9372395197753745
-0.27754622210144675,1.7194525816292088,0.9186229400461441
-0.5736784617089595,1.5978415104852703,0.8419289987013869
-0.8071019108688222,1.403196201430279,0.7154686743149203
-0.802101910868823,1.18642345010554,1.0398920231363784
-0.9475215169265694,0.9398367426087588,0.8773692540895847
-0.9891788091481679,0.6680301326144573,0.696395904209276
-0.9225595735419208,0.40045808382961734,0.5165832440458348
-0.7548830379897113,0.1661161795481889,0.3574167654088644
-0.5043195568881405,-0.009600998711640552,0.23614462598106098
-0.19802157130755602,-0.10765176815247357,0.16590854380055164
0.1308187793114514,-0.11741080649095137,0.15431968819669822
0.44656654049554534,-0.037820570496017836,0.20263389149380037
0.7150055429891189,0.12249410279252126,0.30561556009251156
0.9070462556117079,0.3461606309853965,0.4521050322749331
1.0018780873319773,0.6089412752091425,0.6262279007117415
0.989224537715556,0.8823596752003059,0.8091152508131293
0.8704568152034353,1.1367867047962457,0.9809484004059865
0.658445245400896,1.3446512474981172,1.1231065614658964
0.37616457159449795,1.4834279547534734,1.2201846914308763
0.054204284827109234,1.5380782169887173,1.2616628685968323
-0.2725462221014466,1.5026798303044697,1.243046288867602
-0.5686784617089594,1.3810687591605313,1.1663523475228448
-0.8021019108688221,1.18642345010554,1.0398920231363782
-0.8001405245385254,1.024118836141941,1.2002352507696794
-0.9465498319423379,0.8587585922997992,0.9561331797814676
-0.98930212265529,0.6769645216032367,0.685045234462796
-0.9237645226084935,0.4984368324378726,0.4163480000518107
-0.7570390476876605,0.3425217700672894,0.1791589911641085
-0.5071929901127559,0.22611515077079858,-0.0008186827206538849
-0.20130104698304022,0.16183143798397603,-0.1040816479957164
0.12748864326084525,0.15663676945185045,-0.11943976008353008
0.4435466159832852,0.21109406811346454,-0.04522872923371768
0.7126230856950649,0.31930204066678125,0.11050952785835644
0.9055594417513048,0.4695346742659592,0.3308983545087237
1.0014480362572935,0.6455119319610354,0.5920552016648291
0.9898978521334638,0.8281639473122553,0.8656796726713053
0.8721605310492045,0.9976975403182844,1.1221203103734814
0.6609947386267624,1.1357411155921855,1.333587792589853
0.37928356504997546,1.2273355097862668,1.47716633636621
0.05755478717512706,1.2625550490561386,1.537296978633734
-0.26932728977869663,1.237583149834452,1.5074636312796916
-0.5659399206755286,1.1551259048808167,1.390899200401973
-0.8001405245385248,1.024118836141941,1.200235250769679
-0.7951405245385254,0.6996954873204835,1.4170080020944185
-0.9415498319423378,0.5343352434783415,1.172905931106207
-0.9843021226552898,0.35254117278177893,0.9018179857875352
-0.9187645226084934,0.1740134836164149,0.6331207513765501
-0.7520390476876604,0.01809842124583172,0.3959317424888479
-0.5021929901127556,-0.09830819805065916,0.2159540686040855
-0.19630104698304007,-0.16259191083748148,0.1126911033290231
0.13248864326084522,-0.16778657936960717,0.09733299124120953
0.44854661598328505,-0.11332928070799309,0.17154402209102182
0.7176230856950647,-0.005121308154676485,0.3272822791830958
0.9105594417513044,0.14511132544450145,0.547671105833463
1.0064480362572932,0.3210885831395777,0.8088279529895682
0.9948978521334634,0.5037405984907974,1.0824524239960445
0.8771605310492042,0.6732741914968267,1.3388930616982204
0.6659947386267622,0.8113177667707278,1.5503605439145918
0.3842835650499754,0.9029121609648089,1.6939390876909488
0.0625547871751271,0.9381317002346806,1.754069729958473
-0.2643272897786965,0.913159801012994,1.7242363826044307
-0.5609399206755283,0.8307025560593586,1.607671951726712
-0.7951405245385246,0.6996954873204833,1.417008002094418
-0.7435270453632359,0.5002648175413182,1.5648251926982941
-0.9139747168287274,0.4431817504420502,1.2890451511048842
-0.9837535631979144,0.37954275185101805,0.9736937486084838
-0.9453019637363362,0.31624409472636483,0.6529442028507499
-0.8027867458836946,0.2601451707474096,0.36155470405652756
-0.5716516448457716,0.21732516879176467,0.1311018257940978
-0.2769437352506414,0.19242430049211218,-0.013441286731966873
0.04940080803268748,0.18814096130550095,-0.056411144461990914
0.37201748998214046,0.20493931749565567,0.006848703435113679
0.6559457871948966,0.24099900651602074,0.16948307086201997
0.8704176630664977,0.29241240153751474,0.41386800057580353
0.9921917619722188,0.35360806344853885,0.7135205934190858
1.0080719707757966,0.41795449273250374,1.0359688413682553
0.9163374224465357,0.4784787553387687,1.3462704734579445
0.7269289787040877,0.5286221082832487,1.6107994930253253
0.46037198340276453,0.5629507412201228,1.8008900762096227
0.14555202304139947,0.5777446141070584,1.8959429587635164
-0.18341527473985614,0.5714005812661664,1.8856576859648548
-0.4908811987728482,0.5446061170935699,1.7711488267138242
-0.7435270453632353,0.5002648175413182,1.5648251926982937
-0.7385270453632359,0.11758138517622846,1.6409456601870076
-0.9089747168287273,0.06049831807696043,1.3651656185935974
-0.9787535631979142,-0.003140680514071681,1.049814216097197
-0.9403019637363361,-0.0664393376387249,0.7290646703394634
-0.7977867458836946,-0.12253826161768011,0.43767517154524105
-0.5666516448457716,-0.16535826357332506,0.20722229328281128
-0.2719437352506415,-0.1902591318729776,0.06267918075674661
0.05440080803268731,-0.19454247105958888,0.01970932302672257
0.37701748998214024,-0.1777441148694342,0.08296917092382705
0.6609457871948964,-0.14168442584906926,0.24560353835073334
0.8754176630664974,-0.09027103082757532,0.4899884680645169
0.9971917619722185,-0.029075368916551214,0.7896410609077991
1.0130719707757962,0.035271060367413565,1.1120893088569683
0.9213374224465356,0.09579532297367854,1.4223909409466575
0.7319289787040876,0.14593867591815862,1.6869199605140386
0.4653719834027645,0.18026730885503267,1.8770105436983358
0.15055202304139953,0.19506118174196813,1.9720634262522292
-0.17841527473985597,0.18871714890107633,1.9617781534535679
-0.48588119877284786,0.16192268472847976,1.8472692942025373
-0.738527045363235,0.11758138517622813,1.6409456601870072
-0.5920742791766976,-0.1619626548322733,1.774036934008971
-0.815649126999886,-0.11763838153103032,1.5365181709272187
-0.9486684254804535,-0.06056616424333867,1.2408593390883325
-0.9767174696209525,0.0030693367209859448,0.91909966054151
-0.8967567102629974,0.06637222742592545,0.6061067890731198
-0.7174511364020397,0.12248265741804612,0.3357983588915535
-0.45823128917855405,0.16532019096467487,0.13746648267442885
-0.1471876612495575,0.19024271661321582,0.03260349664600992
0.18197334395968093,0.19454949199681973,0.03257293245935178
0.49358202407550467,0.17777381117616767,0.13737810221833113
0.7538707435005138,0.14173357946968498,0.3356617395597984
0.9346331806893952,0.09033431520458267,0.6059367356901701
1.01628092075453,0.0291459262057432,0.9189146010300587
0.9899661641646413,-0.03520087614313011,1.240679327517939
0.8585405231117621,-0.09573311736402519,1.536362714344703
0.6362460050829069,-0.14589118986616076,1.7739228785472059
0.34717167036133845,-0.1802396882112463,1.9276164902083637
0.022643208564594057,-0.19505641963172599,1.9807884617025913
-0.3021716858937307,-0.1887357613729149,1.9276767848703429
-0.5920742791766974,-0.16196265483227312,1.7740369340089703
-0.5870742791766976,-0.544646087197363,1.6979164665202577
-0.810649126999886,-0.50032181389612,1.4603977034385054
-0.9436684254804534,-0.4432495966084284,1.164738871599619
-0.9717174696209524,-0.3796140956441038,0.8429791930527968
-0.8917567102629973,-0.31631120493916426,0.5299863215844065
-0.7124511364020397,-0.2602007749470435,0.25967789140284037
-0.45323128917855415,-0.21736324140041477,0.0613460151857157
-0.14218766124955765,-0.1924407157518738,-0.04351697084270323
0.18697334395968077,-0.18813394036826986,-0.043547535029361484
0.4985820240755045,-0.20490962118892195,0.06125763472961776
0.7588707435005136,-0.24094985289540463,0.259541272071085
0.939633180689395,-0.29234911716050693,0.5298162682014567
1.02128092075453,-0.3535375061593464,0.8427941335413454
0.9949661641646413,-0.4178843085082197,1.1645588600292256
0.8635405231117621,-0.47841654972911485,1.4602422468559895
0.641246005082907,-0.5285746222312503,1.6978024110584922
0.3521716703613387,-0.5629231205763359,1.8514960227196502
0.02764320856459434,-0.5777398519968155,1.9046679942138778
-0.2971716858937304,-0.5714191937380044,1.8515563173816294
-0.5870742791766971,-0.5446460871973627,1.697916466520257
-0.23663678729395163,-0.921685644291632,1.7245185317317806
-0.5358219853906151,-0.8486184478292739,1.6082648494687146
-0.7742334193204988,-0.7250599627147019,1.4178473987809705
-0.9260355108827468,-0.5643996680175132,1.1739008650817397
-0.9747781480044482,-0.38404759956947304,0.9028606405178089
